café Café | w_freq: 82 - 139 | wiki_freq: 10709 - 11741 | sentence_idx: 438 | align_1: 8-6 | align_2: 9-11 |    For instance , think of a small neighborhood café that you love . ||| Denken Sie beispielsweise an ein kleines Café in der Nachbarschaft , das sie lieben . 
Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 549945 | align_1: 0-0 | align_2: 1-4 |    Remember that a listener usually only has one chance to understand what you are saying . ||| Denken Sie daran , dass ein Zuhörer in der Regel hat nur eine Chance zu verstehen , was Sie sagen . 

Saar Saar | w_freq: 2 - 2 | wiki_freq: 2997 - 6825 | sentence_idx: 550243 | align_1: 3-2 | align_2: 4-7 |    Except for the Saar this area more or less corresponds with the modern use of the term . ||| Abgesehen vom Saar ( Saarland ) entspricht dieses Gebiet mehr oder weniger dem modernen Gebrauch des Begriffes . 

guess raten | w_freq: 641 - 173 | wiki_freq: 8827 - 640 | sentence_idx: 550911 | align_1: 24-29 | align_2: 25-33 |    Worse , Article 233 goes on to say who takes power if the presidency falls vacant – which it has not – and , guess what ? ||| Schlimmer noch , in Artikel 233 heißt es weiter , wer die Macht übernimmt , wenn die Präsidentschaft vakant wird – was nicht der Fall ist – und , raten Sie mal , was ? 

guess raten | w_freq: 641 - 173 | wiki_freq: 8827 - 640 | sentence_idx: 550912 | align_1: 24-29 | align_2: 25-33 |    Worse , Article 233 goes on to say who takes power if the presidency falls vacant – which it has not – and , guess what ? ||| Schlimmer noch , in Artikel 233 heißt es weiter , wer die Macht übernimmt , wenn die Präsidentschaft vakant wird - was nicht der Fall ist - und , raten Sie mal , was ? 

Palestinians Palästinensern | w_freq: 1112 - 264 | wiki_freq: 12372 - 895 | sentence_idx: 551236 | align_1: 18-17 | align_2: 19-23 |    What , for example , does the European court ’s decision do to highlight the case of three Palestinians who were tortured to death in October while being held in detention in a Syrian government prison ? ||| Was , zum Beispiel , tut der Beschluss des Europäischen Gerichtshofs , um den Fall von drei Palästinensern ans Licht zu bringen , die im Oktober zu Tode gefoltert wurden , während sie in einem syrischen Staatsgefängnis inhaftiert waren ? 

-Keep Behalten | w_freq: 1 - 39 | wiki_freq: 0 - 90 | sentence_idx: 551435 | align_1: 0-0 | align_2: 1-4 |    -Keep who you ’ve viewed private . ||| Behalten Sie bei , wen Sie privat angesehen haben . 

announce mitteilen | w_freq: 318 - 202 | wiki_freq: 14722 - 1383 | sentence_idx: 551846 | align_1: 4-5 | align_2: 5-9 |    We ’re happy to announce that we offer the release Anveo EDI Connect 4.00 as an official pre-release . ||| Wir freuen uns , Ihnen mitteilen zu können , dass wir das Release Anveo EDI Connect 4.00 als offizielles Pre-Release anbieten . 

Remember Erinnerst | w_freq: 1149 - 83 | wiki_freq: 9753 - 20 | sentence_idx: 552582 | align_1: 0-0 | align_2: 1-4 |    Remember when I was on Earth , I used to say , " Together we could conquer the world " . ||| Erinnerst du dich , als ich auf der Erde war , pflegte ich zu sagen : „ Gemeinsam könnten wir die Welt erobern “ . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 553710 | align_1: 0-0 | align_2: 1-4 |    Remember that these studies looked at the effects of oregano and its components in highly concentrated amounts . ||| Denken Sie daran , dass diese Studien die Auswirkungen von Oregano und seinen Bestandteilen in hochkonzentrierten Mengen untersucht haben . 

complain beschweren | w_freq: 285 - 191 | wiki_freq: 5283 - 507 | sentence_idx: 554321 | align_1: 7-6 | align_2: 8-11 |    The spouses and children of pilots frequently complain that the pilot has difficulty expressing complex human emotions toward them . ||| Die ehepartner und kinder von piloten beschweren sich häufig darüber , dass der pilot schwierigkeiten hat , komplexe menschliche gefühle ihnen gegenüber auszudrücken . 

Girona Girona | w_freq: 17 - 17 | wiki_freq: 3808 - 1704 | sentence_idx: 555703 | align_1: 2-2 | align_2: 3-6 |    I like Girona as it is . ” ||| Ich mag Girona genau so , wie es ist . “ 

dare wagen | w_freq: 234 - 178 | wiki_freq: 4503 - 1771 | sentence_idx: 557055 | align_1: 12-13 | align_2: 13-21 |    Our politicians , “ leaders ” ( sic ) would never even dare talking seriously about legislation that would prevent them from contaminating our atmosphere with greenhouse gases . ||| Unsere Politiker , die „ Führer “ ( sic ) würden es niemals wagen , auch nur über eine Gesetzgebung zu reden , die diese davon abhalten würde , unsere Atmosphäre mit Treibhausgasen zu verschmutzen . 

goo Goo | w_freq: 1 - 7 | wiki_freq: 501 - 197 | sentence_idx: 558215 | align_1: 3-4 | align_2: 4-10 |    This so-called black goo might only be a problem in certain very deep secret negative military programs at the moment and not anywhere else on the planet . ||| Dieses sogenannte „ Black Goo “ ( schwarze Schmiere ) ist vielleicht nur in bestimmten sehr tiefen geheimen negativen Militärprogrammen im Moment ein Problem und nirgendwo sonst auf der Welt . 

Greys Grauen | w_freq: 8 - 13 | wiki_freq: 1646 - 2743 | sentence_idx: 558528 | align_1: 12-11 | align_2: 13-16 |    David : And from that point forward , we have these alleged Greys that are apparently doing this . ||| David : Und von diesem Punkt an haben wir diese angeblichen Grauen [ Greys ] , die das anscheinend tun . 

confess bekennen | w_freq: 84 - 65 | wiki_freq: 6087 - 2042 | sentence_idx: 559108 | align_1: 4-4 | align_2: 5-8 |    ( A17 ) We confess that we as Christians and churches have contributed to the rupture between the generations . ||| ( A17 ) Wir bekennen vor Gott , dass wir als christliche Kirchen zum Bruch zwischen den Generationen beigetragen haben . 

horrible schrecklich | w_freq: 295 - 434 | wiki_freq: 5772 - 1026 | sentence_idx: 559670 | align_1: 11-11 | align_2: 12-16 |    " [ She ] looked like a prisoner — it was horrible . ||| [ Sie ] sah aus wie ein Gefangener - es war schrecklich " , sagte sie . 

professions Berufen | w_freq: 105 - 41 | wiki_freq: 8226 - 3032 | sentence_idx: 560200 | align_1: 12-9 | align_2: 13-14 |    There are millions of dollars at stake in this debate between two professions that are often vying for the same patients . ||| In dieser Debatte stehen Millionen von Dollar zwischen zwei Berufen auf dem Spiel , die häufig um dieselben Patienten konkurrieren . 

protections Schutzbestimmungen | w_freq: 63 - 3 | wiki_freq: 8860 - 246 | sentence_idx: 560921 | align_1: 7-7 | align_2: 8-12 |    And that meant that what few whistleblower protections we have in the United States did not apply to me . ||| Und das bedeutete , dass die wenigen Schutzbestimmungen für Whistleblower , die wir in den USA haben , für mich nicht galten . 

oxalate Oxalat | w_freq: 3 - 3 | wiki_freq: 1236 - 41 | sentence_idx: 561246 | align_1: 12-16 | align_2: 13-21 |    This is partly because they are unable to regulate the amount of oxalate they absorb . ||| Dies liegt teilweise daran , dass sie nicht in der Lage sind , die Menge an Oxalat zu regulieren , die sie absorbieren . 

R3 R3 | w_freq: 16 - 13 | wiki_freq: 1587 - 449 | sentence_idx: 561848 | align_1: 9-10 | align_2: 10-14 |    Is Bitcoin still vital with companies like NASDAQ and R3 more interested in distributed ledger technologies ? ” ||| Ist Bitcoin immer noch wichtig für Unternehmen wie NASDAQ und R3 , die sich mehr für verteilte Ledger-Technologien interessieren ? " 

creams Eissorten | w_freq: 30 - 2 | wiki_freq: 1314 - 35 | sentence_idx: 562487 | align_1: 10-6 | align_2: 11-10 |    Fun Fact : Would like to try all the ice creams in the world in one day . ||| Fun Fact : Würde gerne alle Eissorten , die es auf der Welt gibt , an einem Tag probieren . 

exaggeration Übertreibung | w_freq: 68 - 59 | wiki_freq: 2462 - 615 | sentence_idx: 563931 | align_1: 3-3 | align_2: 4-10 |    It is no exaggeration that all the collections from nine eyewear really are unique . ||| Es ist keine Übertreibung , wenn wir darauf hinweisen , dass alle Kollektionen von nine eyewear wirklich einzigartig sind . 

forget Vergessen | w_freq: 1965 - 339 | wiki_freq: 12667 - 1305 | sentence_idx: 564220 | align_1: 2-0 | align_2: 3-5 |    Do not forget about the support of various scripts : this is one of the mandatory requirements for any modern server . ||| Vergessen Sie nicht , auch über die Unterstützung verschiedener Skripte : dies ist eines der verbindlichen Anforderungen jeder modernen Server ist . 

Messiah Messias | w_freq: 106 - 129 | wiki_freq: 7087 - 1819 | sentence_idx: 564459 | align_1: 3-3 | align_2: 4-7 |    Are you the Messiah , the Son of God who is highly praised ? ” ||| Bist Du der Messias ( Christus ) , der Sohn des Hochgelobten ? [ 184 ] 

Tunisians Tunesier | w_freq: 23 - 22 | wiki_freq: 797 - 288 | sentence_idx: 564763 | align_1: 13-15 | align_2: 14-20 |    ‘ He used to send us small sums of money regularly like most Tunisians working abroad . ||| „ Er schickte uns ab und zu kleine Geldbeträge , wie auch die Mehrheit der Tunesier , die im Ausland arbeiten . 

Praise würdig | w_freq: 38 - 122 | wiki_freq: 5201 - 1275 | sentence_idx: 565089 | align_1: 0-0 | align_2: 1-4 |    Praise God and give thanks in all things . ||| würdig und recht , Gott immer ( Zeit ) und überall ( Ort ) zu danken . 

Pretend Tu | w_freq: 5 - 44 | wiki_freq: 684 - 1306 | sentence_idx: 565974 | align_1: 0-0 | align_2: 1-5 |    Pretend your Grandpa has told you not to use his special shampoo , but you did . ||| Tu so , als ob dein Opa dir gesagt hat , dass du sein spezielles Shampoo nicht benutzen sollst , aber du hast es getan . 

brochures Broschüren | w_freq: 18 - 16 | wiki_freq: 2000 - 1637 | sentence_idx: 566516 | align_1: 10-10 | align_2: 11-15 |    He created his own “ true religion ” and distributed brochures promoting it . ||| Er schuf seine eigene „ wahre Religion “ und verteilte Broschüren , um sie zu fördern . 

clarity Deutlichkeit | w_freq: 272 - 6 | wiki_freq: 9025 - 406 | sentence_idx: 567200 | align_1: 11-11 | align_2: 12-17 |    Because I think in those circumstances we would see with horrifying clarity what a disproportionate use of military force really looks like . ||| Ich glaube nämlich , dass wir unter diesen Umständen in entsetzlicher Deutlichkeit vor Augen geführt bekämen , wie eine unverhältnismäßige Anwendung militärischer Gewalt tatsächlich aussieht . 

somebody jemandem | w_freq: 535 - 961 | wiki_freq: 8743 - 1390 | sentence_idx: 567632 | align_1: 15-12 | align_2: 16-17 |    Through the Internet , ladies are currently having the strength to start a discussion with somebody they like . ||| Über das Internet haben Damen derzeit die Kraft , eine Diskussion mit jemandem zu beginnen , den sie mögen . 

ecosystems Ökosysteme | w_freq: 128 - 86 | wiki_freq: 14137 - 1425 | sentence_idx: 568607 | align_1: 6-4 | align_2: 7-8 |    3 . the aquatic and terrestrial ecosystems interacting with the Rhine or whose interaction with the Rhine could be re-established , ||| die aquatischen und terrestrischen Ökosysteme , die in Wechselwirkung mit dem Rhein stehen oder deren Wechselwirkung mit dem Rhein wiederhergestellt werden könnte ; 

grateful Dankgepriesener | w_freq: 1115 - 1 | wiki_freq: 6250 - 0 | sentence_idx: 569409 | align_1: 15-23 | align_2: 16-27 |    If he had , Murdoch made no mention of it , for which he was grateful . ||| Und wenn dem nicht so sein sollte , so ist Er jedenfalls : Dankpreisung ( Hamd ) , Dankpreisender ( Hamid ) und Dankgepriesener ( Mahmud ) ! 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 569422 | align_1: 0-0 | align_2: 1-4 |    Remember it is a private person who owns the forest , just as if it were your own garden . ||| Denken Sie daran , es ist eine Privatperson , die den Wald besitzt , so als wäre es Ihr eigener Garten . 

treasures Schätze | w_freq: 121 - 128 | wiki_freq: 7376 - 2261 | sentence_idx: 569936 | align_1: 9-8 | align_2: 10-13 |    It is impossible to describe all the wonders and treasures it contains . ||| Es ist unmöglich , all die Wunder und Schätze zu beschreiben , die sie enthält . 

Discover Finden | w_freq: 305 - 352 | wiki_freq: 2515 - 935 | sentence_idx: 570199 | align_1: 1-1 | align_2: 2-5 |    ( Discover how to heal 95 + health conditions naturally with Eat for Extraordinary Health & Healing . ) ||| ( Finden Sie heraus , wie 95 + Gesundheitszustände auf natürliche Weise mit Essen für außergewöhnliche Gesundheit & Heilung geheilt werden . ) 

Q. Q. | w_freq: 115 - 67 | wiki_freq: 6036 - 804 | sentence_idx: 570515 | align_1: 0-0 | align_2: 1-5 |    Q. whereas specific tools for Mediterranean sectors should remain in Pillar I ; ||| Q. in der Erwägung , dass spezifische Instrumente für Sektoren im Mittelmeerraum in Säule I verbleiben sollten ; 

glad froh | w_freq: 490 - 592 | wiki_freq: 5614 - 1697 | sentence_idx: 571337 | align_1: 8-8 | align_2: 9-13 |    But that did n't stop us from being glad we have access to such a wide swath of the DC back catalog . ||| Aber das hat uns nicht davon abgehalten , froh zu sein , dass wir zugang zu einem so breiten bereich des dc-back-katalogs haben . 

begging flehte | w_freq: 46 - 9 | wiki_freq: 5036 - 148 | sentence_idx: 571431 | align_1: 3-1 | align_2: 4-6 |    I was still begging that things could be allowed now but in his mood he could hurt me . ||| Ich flehte immer noch an , dass die dinge jetzt erlaubt sein würden , aber in seiner stimmung konnte er mich verletzen . 

hell hell | w_freq: 440 - 63 | wiki_freq: 14163 - 8971 | sentence_idx: 572274 | align_1: 21-21 | align_2: 22-30 |    They had already reported about their situation on 8 March 2012 : Arad Camp ( Romania ): “ we are in hell ” . ||| Sie haben über ihre Situation am 8. März 2012 berichtet : Arad camp ( Romania ) : " We are in hell " ( „ Man ist in der Hölle “ ) . 

hell hell | w_freq: 440 - 63 | wiki_freq: 14163 - 8971 | sentence_idx: 572275 | align_1: 21-21 | align_2: 22-30 |    They had already reported about their situation on 8 March 2012 : Arad Camp ( Romania ): “ we are in hell ” . ||| Sie haben über ihre Situation am 8. März 2012 berichtet : Arad camp ( Romania ) : „ We are in hell “ ( „ Man ist in der Hölle “ ) . 

hell hell | w_freq: 440 - 63 | wiki_freq: 14163 - 8971 | sentence_idx: 572276 | align_1: 21-21 | align_2: 22-30 |    They had already reported about their situation on 8 March 2012 : Arad Camp ( Romania ): “ we are in hell ” . ||| Sie haben über ihre Situation am 8. März 2012 berichtet : Arad camp ( Romania ) : " We are in hell " ( „ Man ist in der Hölle “ ) . 

understand(Asian understand | w_freq: 1 - 5 | wiki_freq: 0 - 112 | sentence_idx: 572902 | align_1: 17-17 | align_2: 18-35 |    I wrote a book for lectors entitled Yes , Read the Word to others but make them understand(Asian Trading , Bangalore 1973 ) . ||| Ich verfasste ein Buch für Lektoren " Yes , Read the Word to others but make them understand " ( Ja , verkünde das Wort an andere aber so dass sie verstehen ) ( Asian Trading , Bangalore 1973 ) . 

grateful dankbar | w_freq: 1115 - 1650 | wiki_freq: 6250 - 1283 | sentence_idx: 574623 | align_1: 7-6 | align_2: 8-13 |    For what in life do you most grateful ? ||| Wofür in deinem Leben bist du dankbar ( soviel wie dir einfällt ) ? 

Explosion Explosion | w_freq: 8 - 181 | wiki_freq: 2826 - 8557 | sentence_idx: 574941 | align_1: 10-10 | align_2: 11-17 |    We ( Andy & Tommy ) started the Tattoo Ink Explosion when there where already enough tattoo conventions . ||| Wir ( Andy & Tommy ) riefen die Tattoo Ink Explosion zu einem Zeitpunkt ins Leben , als es eigentlich schon ausreichend Tattoo Conventions gab . 
